feature,jm_1_2,jm_1_3,jm_1_4,jm_mean,jm_min
VV_db_M07,0.03848161990889243,0.08795316301657441,0.059674165146192726,0.06203631602388652,0.03848161990889243
NDMI_amp,0.16148006608681276,0.01641298694188742,0.005478411008907891,0.061123821345869356,0.005478411008907891
NDVI_tex_idm,0.09159219181807532,0.08861068282513074,0.0005047898909984472,0.060235888178068166,0.0005047898909984472
GCVI_M06,0.02471314102260891,0.04801223144531774,0.1076803684701575,0.06013524697936138,0.02471314102260891
EVI_peak_month,0.03305587777764085,0.14237088465560888,0.00021341367949667678,0.058546725370915466,0.00021341367949667678
VH_db_autumn_decline,0.0593833531211152,0.05729666335931727,0.0574676094894051,0.058049208656612526,0.05729666335931727
NDVI_tex_var,0.05832674039822927,0.08820547552241043,0.024006635849685765,0.05684628392344182,0.024006635849685765
VV_minus_VH_db_a1,0.01946855842791484,0.11067655307031354,0.03211779407045734,0.05408763518956191,0.01946855842791484
EVI_M07,0.1038413264034923,0.032459180134166044,0.024152110566103557,0.05348420570125397,0.024152110566103557
VV_minus_VH_db_a3,0.05508485571022925,0.10287528347909625,0.0019828600059341728,0.05331433306508656,0.0019828600059341728
NDVI_tex_contrast,0.08469307852798469,0.014325553890847331,0.056561406670984304,0.05186001302993878,0.014325553890847331
NDMI_max,0.09376037153305594,0.03981845687551355,0.02019090326353279,0.051256577224034094,0.02019090326353279
NDVI_std,0.04038585916843962,0.08680395258332618,0.02462617438838377,0.05060532871338319,0.02462617438838377
VV_db_spring_rise,0.11107529796362248,0.021362758498807866,0.014133710878042827,0.048857255780157725,0.014133710878042827
NDVI_tex_diss,0.11873658671433396,0.006305541809412674,0.020337274365356928,0.04845980096303452,0.006305541809412674
VV_minus_VH_db_a2,0.028562214947520648,0.10448102010453675,0.0112081498104184,0.0480837949541586,0.0112081498104184
VV_minus_VH_db_M07,0.08748232707434189,0.007754078807210352,0.04826883721381803,0.04783508103179009,0.007754078807210352
VV_db_peak_month,0.09047754622740456,0.045230764260869805,0.0014223949664413649,0.04571023515157191,0.0014223949664413649
